citationVelocity,paperId,citations_count,pid,Venue Citation Count,Venue Scholarly Output,Venue Percent Cited,Venue CiteScore,Venue SNIP,Venue SJR,avg_pub,avg_hidx,avg_auth_cites,avg_high_inf_cites,max_pub,max_hidx,max_auth_cites,max_high_inf_cites,first_pub,first_hidx,first_auth_cites,first_high_inf_cites,last_pub,last_hidx,last_auth_cites,last_high_inf_cites,citation_count_per_year,inf_citation_count_per_year,Venue Rank Ratio,citationVelocity_cite,citation_count_per_year_cite,inf_citation_count_per_year_cite,fos_Psychology_Medicine_cite,fos_Psychology_cite,fos_Other_cite,cs_m1,cs_m2,cs_m3,cs_m4,cs_m5,cs_m6,cs_m7,cs_m8,cs_m9,cs_m10,cs_m11,cs_m12,cs_m13,cs_m14,cs_m15,cs_m16,cs_m17,cs_m18,cs_m19,cs_m20,cs_m21,cs_m22,cs_m23,cs_m24,cs_m25,cs_m26,cs_m27,cs_m28,cs_m29,cs_m30,cs_m31,cs_m32,cs_m33,cs_m34,fos_Physcology,fos_Business_Economics,fos_Government_Law,fos_Sociology,fos_Education_Educational_Research,fos_International_Relations,fos_Public_Administration,fos_Other,paper_age
13,1232713c5a93382e44309a2ec03bf6a3c61ec1a7,167,3L1a,2864,279,80.6,10.3,6.373,17.134,113,23,5426,464.5,203,37,10239,869,203,37,10239,869,23,9,613,60,11.13333333,1.133333333,0.006493506,2.299401198,3.155585931,0.387250291,0,0.005988024,0.994011976,0.84,0.857543103,0.899726632,0.842,0.873272461,0.802,0.770740126,0.849819211,0.766,0.875908503,0.724545455,0.8,0.625,0.6,0.626194004,0.805659511,0.623433922,0.6,0.626194004,0.636363636,0.612016268,0.621337735,0.6250472,0.623388814,0.619523137,0.6250472,0.618205355,0.6,0.625,0.633348482,0.699612557,0.631818182,0.626194004,0.626359833,0,1,0,0,0,0,0,0,11
0,06dce23291f5f4446590df7a9fa0112869189b2e,14,mBL1,3816,356,89.3,10.7,3.692,6.423,61.75,16,2221.5,143,105,27,4274,289,22,6,121,5,105,27,4274,289,2.8,0,0.035242291,1.285714286,1.357142857,0.067857143,0.285714286,0.357142857,0.357142857,0.76000005,0.76000005,0.820576367,0.594,0.635508874,0.594,0.703502064,0.783671448,0.53,0.698359094,0.578333333,0.8,0.568,0.53,0.570946591,0.678527905,0.564234157,0.516056898,0.56,0.586111111,0.52610413,0.528711322,0.559809998,0.564291159,0.575601545,0.567936045,0.571125521,0.528834532,0.568,0.573939394,0.715501567,0.585909091,0.562303665,0.575588235,1,1,0,0,0,0,0,0,4
0,43c58cda872951cb26e87657b8540b8895bd35ba,13,EvDa,18010,2031,85.1,8.9,2.76,1.871,31,14,933,55,31,14,933,55,31,14,933,55,31,14,933,55,1.181818182,0.181818182,0.050847458,0,0.618803419,0.143589744,0,0,1,0.42000005,0.42000005,0.386397327,0.65,0.59810605,0.722,0.711668523,0.326991613,0.586,0.535844745,0.661666667,0.4,0.66,0.65,0.660971792,0.867649926,0.65560227,0.633977456,0.67,0.65,0.626872634,0.626607782,0.656329086,0.655650827,0.663221657,0.659951342,0.659957959,0.65,0.66,0.66808655,0.699652612,0.66875,0.666546778,0.669394619,0,1,0,0,0,0,0,0,10
0,639077fd14a70708fe65a74035af5de97ffa82df,5,8PNe,2975,449,82,6.6,1.933,2.721,32,11,1036.333333,75,65,22,2602,195,27,8,495,30,65,22,2602,195,1.666666667,0,0.068627451,0,0.6,0,0,0.6,0.4,0.7,0.668780108,0.681772514,0.852,0.872096718,0.814,0.770866476,0.319998312,0.76,0.793932532,0.716470588,0.8,0.758333333,0.725,0.772768841,0.970733928,0.750517065,0.72302583,0.777941177,0.8,0.622933731,0.673886683,0.75073876,0.750444779,0.787483944,0.758400352,0.779362046,0.719230769,0.758333333,0.751125861,0.897901718,0.763157895,0.766885036,0.783857616,1,0,0,0,0,0,0,0,2
0,bf04a4029690204747f764eebcee7de079013972,31,qxe7,1081,138,76.1,7.8,4.132,3.856,86,19,2468,99,141,31,4791,192,141,31,4791,192,31,7,145,6,2.583333333,0.083333333,0.012067578,0.35483871,1.206323605,0.057450077,0,0,1,0.48,0.413256305,0.317885906,0.598,0.373167396,0.598,0.575929254,0.362044341,0.552,0.41052268,0.600769231,0.4,0.825,0.8,0.846044713,0.994072532,0.824447663,0.75,0.95,0.773853211,0.693847662,0.694642486,0.821058232,0.824424803,0.892747749,0.825021403,0.892464051,0.784615385,0.825,0.854402339,0.949143836,0.825,0.95,0.828162651,0,0,0,1,0,0,0,0,11
17,53d319ff074be166357f9d964dd08e608f6ac93b,61,Jb9L,2115,180,86.1,11.8,4.144,4.694,31.75,9.75,1211.5,53.75,46,17,3250,116,36,14,1362,84,46,17,3250,116,12.2,1,0.002413516,0.31147541,1.207650273,0.090163934,0.016393443,0.442622951,0.540983607,0.81,0.795696179,0.856405744,0.77,0.837200701,0.77,0.754834849,0.777203112,0.728,0.839654106,0.711,0.8,0.6525,0.65,0.652512808,0.855504617,0.652409424,0.6525,0.652512808,0.651538461,0.645285394,0.645236787,0.652362387,0.652407057,0.653326671,0.652502393,0.653231875,0.65,0.6525,0.65204741,0.659918199,0.6528,0.652512808,0.651202532,1,1,0,0,0,0,0,0,4
0,b0f5729bde46e753a5ca0e6bf582a927d7ef4cc4,66,3gJZ,9093,718,90.3,12.7,4.28,3.047,55.375,8.375,586.375,35.75,119,14,1945,126,119,14,1945,126,40,6,165,7,6,0.545454545,0.027149321,3.590909091,3.666741003,0.218897306,0,0.136363636,0.863636364,0.36999997,0.371398825,0.255949618,0.238,0.162856618,0.284,0.328300969,0.234777882,0.47,0.207886788,0.425172414,0.3,0.511428571,0.55,0.510834584,0.530910578,0.500316526,0.5,0.52,0.494705882,0.485750427,0.499351607,0.502336196,0.500313335,0.523983769,0.51142905,0.513633565,0.544338586,0.511428571,0.520642853,0.599322337,0.51025641,0.514636696,0.486734694,0,0,0,0,0,0,0,1,10
0,23789b52577b505712cdbf1d2c1723ada2e20d20,19,PbBz,530,97,78.4,5.5,3.1,2.765,85.33333333,20,1712,100.3333333,157,28,2782,153,157,28,2782,153,11,6,245,13,1.727272727,0.181818182,0.035885167,0,1.581725146,0.061469963,0,0.631578947,0.368421053,0.43,0.402988545,0.282126912,0.424,0.198835212,0.336,0.599605857,0.234777882,0.564,0.321864683,0.550909091,0.3,0.558,0.55,0.558272588,0.653542964,0.554536275,0.501067194,0.5596875,0.571687171,0.550350206,0.555497967,0.556141901,0.55451619,0.541191038,0.558015717,0.538143478,0.556101695,0.558,0.563241894,0.599373884,0.560416667,0.563246092,0.534941725,0,0,0,0,1,0,0,0,10
0,4abae4a6f55415d30f4dc1574df6c03da46447eb,14,AEaG,530,97,78.4,5.5,3.1,2.765,60.5,15,1530.5,136,109,27,3028,268,12,3,33,4,109,27,3028,268,2.8,0.2,0.035885167,0,0.414285714,0,0.214285714,0.428571429,0.357142857,0.37999997,0.364910243,0.245723027,0.62,0.375908888,0.562,0.527794151,0.36350384,0.44,0.394632792,0.582727273,0.4,0.67,0.65,0.672142374,0.882859731,0.66873362,0.649074074,0.684210526,0.720588235,0.618768789,0.619009517,0.667361545,0.668676709,0.670516314,0.670058312,0.668959638,0.65,0.67,0.664057508,0.74947733,0.670689655,0.684035169,0.684130435,0,0,0,0,1,0,0,0,4
16,38458630900ea8071af184c220e41cd182965dcf,110,5Ejl,3183,395,82.3,8.1,2.434,2.535,173.75,32.5,4740.25,218.25,398,66,14840,682,398,66,14840,682,128,22,1775,85,15.71428571,0.571428571,0.029090909,0.690909091,1.999307359,0.050497835,0.681818182,0.163636364,0.154545455,0.77000004,0.775780923,0.841987856,0.79,0.780999808,0.764,0.725892395,0.774282776,0.654,0.830063191,0.677419355,0.8,0.604,0.6,0.615418878,0.76225287,0.601182704,0.431847259,0.653846154,0.6375,0.62375083,0.62375083,0.597076966,0.601599569,0.55,0.603563757,0.55,0.628302486,0.604,0.611714286,0.811602457,0.594782609,0.55,0.698382353,1,0,0,0,0,0,0,0,6
7,24137b5cea69b5a6413d51cd213eb126b72d6f2c,30,PjDY,1744,263,77.2,6.6,2.236,5.557,25,7,255,8,25,7,255,8,25,7,255,8,25,7,255,8,6,0,0.070707071,0.866666667,1.579444444,0.04,0,0.033333333,0.966666667,0.68,0.717374057,0.795372046,0.842,0.870506909,0.814,0.590366973,0.777203112,0.736,0.860632064,0.716842105,0.8,0.575,0.65,0.576767998,0.695616109,0.525850738,0.65,0.65,0.645804196,0.50448869,0.562193925,0.529818898,0.526128605,0.543226333,0.574787341,0.487629352,0.65,0.575,0.576120716,0.649441569,0.568181818,0.65,0.636909091,0,1,0,0,0,0,0,0,4
0,c189bac8668344c45ae12b5a9b606570fb6ed02a,22,rv38,5608,938,80.4,6,1.819,2.33,35.5,11,365,29.5,53,14,555,46,18,8,175,13,53,14,555,46,4.4,0,0.011312217,0.818181818,2.166666667,0.291666667,0.545454545,0.227272727,0.227272727,0.75,0.758839368,0.819639119,0.776,0.805009644,0.776,0.757841509,0.783671448,0.716,0.81971882,0.682,0.8,0.4225,0.395,0.419333873,0.298367546,0.407264188,0.401565836,0.335,0.351968504,0.421207206,0.419450317,0.40986637,0.407222383,0.458435333,0.422549397,0.435536066,0.367256637,0.4225,0.450177926,0.598554946,0.422380952,0.328727956,0.425159236,1,0,0,0,0,0,0,0,4
0,be4f41a6311cd8d2b68a2c6408250243527e1019,12,9KmL,530,97,78.4,5.5,3.1,2.765,80,19.33333333,1615.333333,96.66666667,135,32,3272,179,24,12,861,64,81,14,713,47,4,0.666666667,0.035885167,0,0.888888889,0.027777778,0.083333333,0.75,0.166666667,0.63,0.66321606,0.720771575,0.682,0.717376123,0.682,0.640098391,0.80599476,0.69,0.699913546,0.663529412,0.8,0.2875,0.225,0.275319176,0.064905775,0.25870296,0.276121795,0.273913044,0.203932584,0.354481174,0.417123626,0.263370762,0.258721379,0.244625056,0.287461701,0.231204803,0.216666667,0.2875,0.311873688,0.495838111,0.2875,0.282688359,0.28008658,0,0,0,0,1,0,0,0,2
9,8332f81abe0d3dc07622f154b29bc48c9a6bd88f,95,0Y0l,3183,395,82.3,8.1,2.434,2.535,157.75,53.5,15989.75,902,329,100,37257,2305,329,100,37257,2305,72,34,5937,351,10.55555556,0.666666667,0.029090909,2.210526316,2.925647452,0.198045113,0.505263158,0.189473684,0.305263158,0.54,0.609029647,0.69691841,0.732,0.729430524,0.736,0.682271874,0.764152376,0.674,0.745857348,0.633529412,0.8,0.66,0.7,0.666540212,0.867649926,0.639307116,0.748428836,0.708333333,0.67271987,0.53084687,0.533797178,0.638778302,0.639221257,0.700059289,0.660085939,0.686751152,0.712371134,0.66,0.651671727,0.749365324,0.661666667,0.707380504,0.642909761,1,0,0,0,0,0,0,0,8
0,59a217132339db70dfa7e1943c3c25fb10c86b93,29,Ryy9,1115,182,83.5,6.1,3.205,3.82,90.33333333,15.66666667,1334.666667,66.33333333,114,24,2909,151,114,24,2909,151,96,13,749,36,7.25,0,0.013232514,1.827586207,2.117241379,0.140804598,0,0,1,0.84,0.845258056,0.917490583,0.868,0.946257656,0.868,0.793144931,0.844816812,0.796,0.911628973,0.744615385,0.8,0.592,0.575,0.594974527,0.735551293,0.581379206,0.717046632,0.611333333,0.602580645,0.582295779,0.582447656,0.583328696,0.581445692,0.570123937,0.591920361,0.560076788,0.576262626,0.592,0.601283582,0.740272393,0.588888889,0.612910795,0.606,0,0,0,0,0,0,0,1,3
15,f0e5648795f2c6c73618ac82dc5c92c9c47ef15b,162,m8NR,1298,170,80,7.6,4.362,11.572,77,23,2506,207,77,23,2506,207,77,23,2506,207,77,23,2506,207,16.2,1.7,0.034482759,1.771604938,2.782429008,0.258152067,0.030864198,0.067901235,0.901234568,0.78,0.718220646,0.68207667,0.85,0.696952547,0.698,0.767611071,0.502329748,0.85,0.743530383,0.76625,0.4,0.63,0.65,0.63105223,0.815330139,0.628125727,0.55,0.65,0.6364,0.618748269,0.630485624,0.628028437,0.628080892,0.624923214,0.630044044,0.623446095,0.656486487,0.63,0.618878398,0.669776015,0.63,0.65,0.600712743,0,1,0,0,0,0,0,0,9
14,eb52dfb10e8012f60796c75eef6cfd5e626978af,150,bkp8,1298,170,80,7.6,4.362,11.572,29,15,1108,86,29,15,1108,86,29,15,1108,86,29,15,1108,86,18.75,1.25,0.034482759,1.926666667,3.484301587,0.319322751,0.006666667,0.173333333,0.82,0.7799999,0.690412779,0.766287896,0.872,0.91506041,0.82,0.807543178,0.871320918,0.87,0.821293129,0.773333333,0.8,0.7775,0.775,0.787700794,0.980304932,0.772553699,0.86,0.803333333,0.75625,0.62047712,0.650417072,0.770789986,0.772583346,0.751720253,0.777466231,0.748571267,0.75,0.7775,0.773413581,0.859323716,0.780952381,0.794320988,0.775188679,0,1,0,0,0,0,0,0,5
0,ab0e0b02ddc7ba2d28954c0867ba194697959b49,30,1Zx7,1081,138,76.1,7.8,4.132,3.856,79.33333333,23.33333333,4081.666667,223.3333333,105,35,7497,341,35,7,410,7,98,35,7497,341,4.285714286,0.285714286,0.012067578,1.1,2.062777778,0.141666667,0,0.033333333,0.966666667,0.76000005,0.799402878,0.831976932,0.672,0.676171336,0.678,0.726248929,0.794166407,0.496,0.709531063,0.616153846,0.8,0.63,0.65,0.631417428,0.815330139,0.625588879,0.61927037,0.631481481,0.676086957,0.59790852,0.60176561,0.62376393,0.625635331,0.623685283,0.629953858,0.619802579,0.65,0.63,0.620937876,0.698666638,0.628846154,0.631584244,0.627169811,0,0,0,1,0,0,0,0,6
0,24aee0c792c130a4edfaa55fa7e7ee7a869b6e41,12,XJjz,3203,512,83.4,6.3,1.624,1.58,263.5,34,9519.5,629.5,513,63,18951,1252,14,5,88,7,513,63,18951,1252,4,0,0.105726872,0.833333333,1.944444444,0.083333333,0.333333333,0.333333333,0.333333333,0.30999997,0.291950903,0.304349414,0.318,0.353625633,0.318,0.359757131,0.319998312,0.41,0.35964109,0.405263158,0.3,0.42,0.4,0.417212657,0.292398786,0.409967884,0.399778271,0.410526316,0.423913044,0.467959331,0.495330282,0.416808531,0.409877649,0.372918078,0.420097722,0.366635906,0.385185185,0.42,0.392654283,0.548470324,0.421666667,0.395707117,0.422409639,1,0,0,0,0,0,0,0,2
10,73eefee3b8154345794ba156a8f920d05954921d,140,BAGx,7896,1118,82.6,7.1,2.88,2.223,101.6666667,27.33333333,3349,226,175,43,7170,467,175,43,7170,467,94,25,1660,123,14,1.9,0.012552301,1.2,2.304469955,0.159773243,0,0,1,0.46,0.459900266,0.437005254,0.252,0.413146642,0.36,0.325885367,0.300838103,0.496,0.327739863,0.43375,0.3,0.5875,0.6,0.59063336,0.725209941,0.587343936,0.584182909,0.59063336,0.55,0.560591385,0.577667951,0.588452502,0.587344258,0.586685211,0.587496727,0.588725993,0.623809524,0.5875,0.602477523,0.699280754,0.613636364,0.59063336,0.626882845,0,0,0,0,0,0,0,1,9
0,18f831df4caaf5fdf3830b618ce01800ec35ba98,8,R1yE,1458,325,75.7,4.5,1.916,1.671,166.8333333,48.5,13279.33333,776.1666667,336,104,34060,1887,3,3,68,5,336,104,34060,1887,1.142857143,0.142857143,0.030150754,0.3125,0.652678571,0.04375,0.6875,0.3125,0,0.39999998,0.550182394,0.542057533,0.462,0.46784071,0.462,0.444098328,0.490983632,0.356,0.514157788,0.443,0.5,0.366666667,0.375,0.36293531,0.178370255,0.365148173,0.385705087,0.370833333,0.35625,0.367975894,0.375621441,0.361811119,0.365281389,0.400378197,0.366509327,0.394295989,0.368181818,0.366666667,0.351841307,0.494987341,0.366666667,0.371665102,0.360652591,0,0,0,1,0,0,0,0,6
92,aa9f61fe4c0124229373b3a439cfc91ee968af02,618,O1yy,1841,227,93,8.1,4.852,14.563,55.5,20.5,3282,332,70,26,4876,477,41,15,1688,187,70,26,4876,477,77.25,8.625,0.037676609,2.338709677,3.502689452,0.361186636,0,0.009677419,0.990322581,0.63,0.65044536,0.620363828,0.466,0.491252218,0.46,0.51376601,0.516591889,0.552,0.511609516,0.582857143,0.4,0.5425,0.55,0.542811304,0.613675398,0.540440275,0.6,0.55,0.53,0.53850846,0.543270657,0.540717613,0.540476778,0.537072386,0.542461168,0.534703994,0.561676647,0.5425,0.527114299,0.599102877,0.538636364,0.55,0.511451104,0,1,0,0,0,0,0,0,7
0,27d9fa053e238e125be2f73ec0f828fbd7ecd3da,8,RJb,2099,248,83.5,8.5,3.247,7.595,44,13.5,1166.75,60.5,55,18,1836,115,23,8,407,14,49,18,1836,115,1.142857143,0.142857143,0.043147208,3.375,3.35,0.1,0,0.125,0.875,0.35000002,0.310626831,0.294510242,0.34,0.355198631,0.34,0.331919914,0.261403143,0.478,0.378360304,0.42,0.3,0.45,0.4,0.447588624,0.366877419,0.416465803,0.405557461,0.4109375,0.511538461,0.468770171,0.50859553,0.416249632,0.416578296,0.453581535,0.449864144,0.415323343,0.381496063,0.45,0.459269053,0.693872243,0.4625,0.383786796,0.407482993,0,1,0,0,0,0,0,0,6
0,59a92d57b16a802eb1651e4241e504ed1216895c,13,e1Bp,2228,250,80.8,8.9,3.103,7.325,36,15,1674,117,54,24,3038,172,37,16,1840,172,54,24,3038,162,3.25,0.25,0.04519774,0,0.551282051,0,0,0,1,0.58,0.588087475,0.613274128,0.738,0.745760052,0.738,0.813863767,0.413455861,0.68,0.694069032,0.783076923,0.4,0.72,0.7,0.727845311,0.942303625,0.71850381,0.683558362,0.733333333,0.705555556,0.610361318,0.648804249,0.715404817,0.718474139,0.72268836,0.720030003,0.721163011,0.687878788,0.72,0.716346154,0.848775788,0.722727273,0.717639594,0.711314985,0,1,0,0,0,0,0,0,3
0,4a9b1e5124be26b1775aece96d863afa8c259b71,28,vq8L,2313,312,90.4,7.4,3.111,2.867,96,27,2226,163,96,27,2226,163,96,27,2226,163,96,27,2226,163,3.5,0.375,0.014481094,0.62962963,1.344268078,0.087037037,0,0.185185185,0.814814815,0.39999998,0.396559552,0.378431942,0.248,0.326566294,0.312,0.308253358,0.261403143,0.396,0.332550998,0.372,0.3,0.5875,0.6,0.588433269,0.725209941,0.584681828,0.5875,0.611764706,0.578326996,0.550237188,0.561800351,0.582396231,0.584675146,0.599712436,0.587506759,0.597463306,0.613636364,0.5875,0.59190577,0.649614569,0.586,0.613763675,0.60761194,0,0,0,0,0,0,1,0,7
12,846c1195c4b70ba69b85c514c2d0d2c47223ba73,62,NepV,2115,180,86.1,11.8,4.144,4.694,50,13.33333333,1757.333333,103,75,17,2642,157,75,17,1310,76,38,9,2642,157,7.75,0.25,0.002413516,3.209677419,4.038844086,0.290994624,0.048387097,0.532258065,0.419354839,0.28,0.382940936,0.362099482,0.274,0.260847283,0.324,0.478318243,0.355063396,0.426,0.255581004,0.440869565,0.4,0.526,0.5,0.528986351,0.570066648,0.513018643,0.498165138,0.528986351,0.558714286,0.492333599,0.521057683,0.514002356,0.512821445,0.503370513,0.526192797,0.494252633,0.484201586,0.526,0.548431462,0.728024983,0.529333333,0.528986351,0.573356643,1,1,0,0,0,0,0,0,7
0,f905b0e4626a3d964d7e95ed0f2a64dccf16eeb0,10,zGGY,1096,202,71.3,5.4,2.487,2.664,56.66666667,10,425.3333333,11,127,18,1106,31,127,18,1106,31,17,5,58,1,2.5,0,0.045052293,0,0.316666667,0.05,0.1,0.1,0.8,0.31,0.323307188,0.290271049,0.236,0.313655603,0.302,0.375515807,0.346104063,0.524,0.261958497,0.46826087,0.3,0.325,0.325,0.317924693,0.109957649,0.311393396,0.328436019,0.3625,0.271791045,0.369870028,0.412456503,0.30969538,0.31141224,0.32633393,0.324982836,0.316910473,0.325,0.325,0.312559836,0.447873952,0.340909091,0.355444485,0.369587629,0,0,0,1,0,0,0,0,3
9,fb8c63093afccc7662d8cef3fff740af40749857,71,P8Ab,1911,179,85.5,10.7,4.982,5.992,18,6,226,10,18,6,226,10,18,6,226,10,18,6,226,10,7.888888889,0.777777778,0.004022526,0.871428571,1.902522676,0.119982993,0.042857143,0.042857143,0.914285714,0.29000002,0.311172527,0.233845451,0.448,0.347282746,0.448,0.508293957,0.28081145,0.626,0.369373608,0.586923077,0.3,0.6375,0.65,0.639958236,0.82933619,0.633702488,0.599902248,0.7,0.647368421,0.573577064,0.634638044,0.631691652,0.633601317,0.614636889,0.63760276,0.612078804,0.666666667,0.6375,0.634981438,0.699777412,0.636,0.7,0.625,0,0,0,1,0,0,0,0,8
0,2f16052450aa34f0eab4f70476d0a27fccc959e0,41,kyR4,1096,202,71.3,5.4,2.487,2.664,37.66666667,16.33333333,2012,82,75,30,5092,190,7,3,99,7,31,16,845,49,3.727272727,0.454545455,0.045052293,0.463414634,1.494976771,0.053755323,0,0.12195122,0.87804878,0.55,0.543222342,0.443524277,0.512,0.324046939,0.452,0.557770676,0.267305852,0.51,0.457555395,0.542105263,0.3,0.565,0.575,0.566161761,0.671100213,0.559877598,0.46,0.566161761,0.564634146,0.551240446,0.570435048,0.559633269,0.559860216,0.563267387,0.565020326,0.55828497,0.592378049,0.565,0.538353269,0.649501413,0.573076923,0.566161761,0.54047191,0,0,0,1,0,0,0,0,10
8,74457cfc25a65930a2f0789cc5927f9276d62c63,28,rm48,530,97,78.4,5.5,3.1,2.765,98.66666667,26.33333333,3061,260.6666667,130,31,4426,379,74,17,862,67,92,31,4426,336,7,0.25,0.035885167,0.571428571,1.803571429,0.016071429,0.214285714,0.535714286,0.25,0.4,0.352250329,0.287956335,0.622,0.594590897,0.622,0.665345007,0.308018335,0.69,0.47777153,0.664666667,0.3,0.67,0.7,0.67176235,0.882859731,0.670351354,0.69953125,0.66,0.58631579,0.618526287,0.642048768,0.669239168,0.670215438,0.685305552,0.670134259,0.68536215,0.7,0.67,0.655690696,0.699959715,0.67,0.670382356,0.681557895,0,0,0,0,1,0,0,0,3
0,b00375dd2edd2a148b04a001e63d12829d4d5c19,11,J9pB,10225,1076,88.4,9.5,2.166,2.903,98.75,31.65,5223.45,261.55,365,87,24430,1088,52,12,1337,61,110,41,5725,275,3.666666667,0,0.044052863,0,0.863636364,0.045454545,0.272727273,0,0.727272727,0.42,0.426067002,0.440616764,0.37,0.340953359,0.306,0.438687544,0.319998312,0.464,0.439662838,0.4934375,0.3,0.6125,0.675,0.61927628,0.780351033,0.58576738,0.714473684,0.673076923,0.71882662,0.511362147,0.567844619,0.585778415,0.585907753,0.625329684,0.612386952,0.601635127,0.699193548,0.6125,0.63068338,0.748735015,0.616,0.676973684,0.610497238,0,0,0,0,0,0,0,1,2
0,053f0c38daa2be769f22a85ae81904f62c953b0d,15,qYkQ,1439,294,78.9,4.9,2.646,3.031,10,4,120,0,10,4,120,0,10,4,120,0,10,4,120,0,1.25,0,0.060337892,0.866666667,1.024761905,0.051851852,0,0,1,0.5232994,0.541115935,0.512834901,0.582,0.515454985,0.582,0.596827236,0.384764883,0.554,0.482978675,0.584117647,0.4,0.605,0.625,0.60663094,0.764418114,0.595675298,0.624830918,0.60663094,0.595454546,0.584440576,0.584808222,0.598433262,0.595551236,0.588181928,0.605115751,0.577640722,0.639036697,0.605,0.611024081,0.669640688,0.603181818,0.60663094,0.604178571,0,0,0,0,0,1,0,0,11
7,3cc230a0fdbe9dc7f5f35436ec8413c593fb3fe6,32,W9Qp,2063,289,83,7.1,2.91,2.647,312.6666667,28,4885.333333,262,555,50,10565,556,40,5,190,5,555,50,10565,556,5.333333333,0,0.014354067,0.90625,1.60625,0.03125,0,0.65625,0.34375,0.66999996,0.73073256,0.733117031,0.778,0.749799422,0.768,0.773755549,0.774093408,0.78,0.75160744,0.76625,0.8,0.6075,0.6,0.607826636,0.769789568,0.607058885,0.6,0.607826636,0.595238095,0.590161809,0.594812944,0.607764479,0.607096745,0.617498879,0.60746234,0.617130936,0.594084507,0.6075,0.602484538,0.649427384,0.612857143,0.607826636,0.604648241,0,0,0,0,0,0,0,1,5
0,58693428fd20190231dbab2e5849ad204824bda6,37,NYEV,530,97,78.4,5.5,3.1,2.765,37,14,835.6666667,46.66666667,67,24,2011,119,27,10,254,15,17,8,242,6,3.7,0,0.035885167,1.891891892,2.377992278,0.165594166,0.27027027,0.216216216,0.513513514,0.56,0.591000806,0.455745618,0.608,0.352179559,0.588,0.652660046,0.33809418,0.614,0.432491361,0.607727273,0.4,0.625,0.625,0.644345685,0.805659511,0.602268656,0.842941177,0.631818182,0.59245283,0.543422585,0.606093966,0.59609469,0.601867217,0.564186347,0.625361052,0.533767803,0.625,0.625,0.604193548,0.847419728,0.611363636,0.599056604,0.554385965,0,0,0,0,1,0,0,0,9
0,f7eb8025ad58198e8756342bbe80cb07bb291539,38,qkVv,2115,180,86.1,11.8,4.144,4.694,51.75,17.75,1630.25,95.25,124,27,2398,142,17,11,2019,135,124,21,1596,85,4.75,0.5,0.002413516,0.342105263,1.00933584,0.108082707,0.026315789,0.394736842,0.578947368,0.27,0.27,0.255210942,0.356,0.412138741,0.396,0.395820621,0.261403143,0.384,0.387544619,0.397391304,0.3,0.605,0.6,0.6085075,0.764418114,0.599520406,0.5,0.6085075,0.673666667,0.574498737,0.621017717,0.598001326,0.599579285,0.58679768,0.604942603,0.582309832,0.584397163,0.605,0.608826164,0.7192244,0.607307692,0.6085075,0.573051948,1,1,0,0,0,0,0,0,7
8,d019b3d74a53d2f5cc6255291b9a7f46791532e7,90,qD5b,11540,2023,78.8,5.7,2.097,1.944,225.3333333,53.5,15136.83333,659,380,102,35724,1571,84,19,2828,187,304,48,11759,368,8.181818182,0.727272727,0.04,1.411111111,2.193659612,0.09281746,0.144444444,0.177777778,0.677777778,0.39999998,0.305772592,0.227909899,0.308,0.205522635,0.308,0.382233507,0.267305852,0.482,0.259998352,0.44,0.3,0.6525,0.675,0.658080997,0.855504617,0.63908152,0.65,0.72,0.634193548,0.603507829,0.603755002,0.640347395,0.639276656,0.599706214,0.652301143,0.585263515,0.698848921,0.6525,0.666536184,0.757632551,0.652592593,0.732179377,0.63472693,0,0,0,0,0,0,0,1,10
0,8191f53571e1a8d1d1da022d7baf76a5f41b41dc,56,eakW,10225,1076,88.4,9.5,2.166,2.903,435.5,93.25,35220.75,2177.75,542,113,54015,3681,399,64,14842,797,542,100,39099,2419,5.6,0.8,0.044052863,1.625,2.794486961,0.160367063,0.357142857,0.142857143,0.5,0.53,0.533194448,0.488902684,0.332,0.255233557,0.32,0.560369839,0.257689749,0.572,0.419902908,0.540909091,0.3,0.6125,0.625,0.616286697,0.780351033,0.601348702,0.583333333,0.55,0.636219262,0.533701793,0.583411563,0.602618412,0.601263454,0.576165511,0.612574288,0.567205657,0.65,0.6125,0.618070723,0.699370181,0.621052632,0.55,0.608142202,1,0,0,0,0,0,0,0,9
0,427578b898c5432357f30e1426940bc8c5b60ea7,36,V85,2854,507,72.2,5.6,2.203,2.488,69,25,2921.333333,179.3333333,139,40,6088,362,139,40,6088,362,49,23,1890,120,3.272727273,0.363636364,0.040225261,3.027777778,3.425402838,0.222676166,0.444444444,0.472222222,0.083333333,0.19999999,0.260044152,0.225967647,0.28,0.172446718,0.244,0.295059244,0.244917487,0.424,0.257036095,0.364166667,0.3,0.533333333,0.525,0.537344558,0.589569526,0.513502002,0.623909532,0.551136364,0.49,0.471335855,0.53240833,0.506303883,0.513385904,0.571714479,0.533437313,0.551740574,0.498780488,0.533333333,0.522354837,0.744557528,0.512162162,0.556854328,0.540447761,1,0,0,0,0,0,0,0,10
